,real_10,real_50,real_100,real_500,real_1000,real_1500,real_2000,real_2500,real_3000,real_3500,real_4000,real_5000,stable_10,stable_50,stable_100,stable_500,stable_1000,stable_1500,stable_2000,stable_2500,stable_3000,stable_3500,stable_4000,stable_5000,neutstab_10,neutstab_50,neutstab_100,neutstab_500,neutstab_1000,neutstab_1500,neutstab_2000,neutstab_2500,neutstab_3000,neutstab_3500,neutstab_4000,neutstab_5000,logT_10,logT_50,logT_100,logT_500,logT_1000,logT_1500,logT_2000,logT_2500,logT_3000,logT_3500,logT_4000,logT_5000,low_step_10,low_step_50,low_step_100,low_step_500,low_step_1000,low_step_1500,low_step_2000,low_step_2500,low_step_3000,low_step_3500,low_step_4000,low_step_5000,high_step_10,high_step_50,high_step_100,high_step_500,high_step_1000,high_step_1500,high_step_2000,high_step_2500,high_step_3000,high_step_3500,high_step_4000,high_step_5000
0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,10.0,50.0,100.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0
1,20.002736347727478,60.04196450859308,110.06913454085588,510.07542759925127,1010.0787192955613,1509.9609754271805,2009.7935442477465,2509.7110665142536,3009.617114186287,3509.497759640217,4009.484677553177,5009.554517000914,20.006966807413846,60.04974291473627,110.07539381086826,510.0754435285926,1010.0683988332748,1510.0249982103705,2010.0413478016853,2510.0493658185005,3010.078584484756,3510.110778927803,4010.1465268284082,5010.166648373008,20.005705955903977,60.048464845865965,110.07356135547161,510.0379725061357,1010.0459319576621,1510.017361395061,2010.0237276423723,2510.041289497167,3010.079640880227,3510.1146442964673,4010.1617398113012,5010.222286507487,20.00482120551169,60.030074410140514,110.04772409051657,510.25780695676804,1010.4385815560818,1510.4836805462837,2010.4770304858685,2510.418453514576,3010.3818042874336,3510.3179871737957,4010.268429130316,5010.21258020401,20.003228548914194,60.02581952326,110.03491273894906,509.96844682469964,1009.9414685256779,1509.9550679512322,2009.9525074735284,2509.9651640355587,3009.9754414744675,3509.972957106307,4009.9582363925874,5009.936452418566,20.003810027381405,60.03197678551078,110.04434221610427,510.0186146069318,1010.0106622613966,1510.0065788100474,2010.0364068709314,2510.0022707358003,3009.960123695433,3509.933412067592,4009.9380677230656,5009.911899425089
2,30.010697901248932,70.09561524167657,120.14325499534607,520.1508551985025,1020.1574385911226,1519.921950854361,2019.587088495493,2519.4221330285072,3019.234228372574,3518.9955192804337,4019.0028419196606,5019.128179490566,30.02809038059786,70.11029658094049,120.15534318983555,520.1446918621659,1020.1367976665497,1520.049996420741,2020.0826956033707,2520.098731637001,3020.157168969512,3520.221557855606,4020.2848886549473,5020.329432934523,30.021104109007865,70.10776021331549,120.15147186815739,520.0759450122714,1020.0918639153242,1520.034722790122,2020.0474552847445,2520.0825789943337,3020.159281760454,3520.164273623377,4020.2785845547915,5020.424168497324,30.019409393891692,70.06593648716807,120.1025670953095,520.5156139135361,1020.8771631121635,1520.9673610925674,2020.938936084509,2520.836907029152,3020.7636085748672,3520.6359743475914,4020.5359123945236,5020.425527468324,30.012338946573436,70.056381739676,120.06992244720459,519.9368936493993,1019.8829370513558,1519.9101359024644,2019.9050149470568,2519.9177989773452,3019.9445011503994,3519.950994171202,4019.925208620727,5019.8649729043245,30.01394420932047,70.07017332687974,120.08950624614954,520.0372292138636,1020.0213245227933,1520.0131576200947,2020.0728137418628,2520.0045414716005,3019.899906668812,3519.844835422933,4019.8673078231514,5019.832648612559
3,40.03726152330637,80.15808273479342,130.21737544983625,530.2252491861582,1030.236157886684,1529.940061032772,2029.4390137642622,2529.2055472433567,3028.837623357773,3528.5289991497993,4028.5539991259575,5028.72153326869,40.064496845472604,80.1793167181313,130.23529256880283,530.2139401957393,1030.2051964998245,1530.0790188536048,2030.1214992552996,2530.1417352221906,3030.2275750935078,3530.3227902427316,4030.4143145382404,5030.487348034978,40.05516675161198,80.17522194236517,130.22938238084316,530.1139173693955,1030.1377958729863,1530.052084185183,2030.0711829271168,2530.0594781991094,3030.159624676802,3530.213902950287,4030.349483206868,5030.605040490627,40.04265150427818,80.10179856419563,130.15741010010242,530.7734208703041,1031.3157446682453,1531.4397885501385,2031.3851831555367,2531.2597028315067,3031.1563771367073,3530.960393190384,4030.8033956587315,5030.6386052668095,40.031056300736964,80.086943956092,130.10493215546012,529.9053404740989,1029.8244055770338,1529.8652038536966,2029.8568448349833,2529.8595227636397,3029.9071877598763,3529.929246213287,4029.896718006581,5029.786601603031,40.036725592566654,80.1083698682487,130.1346702761948,530.0558438207954,1030.03198678419,1530.019736430142,2030.0693093293812,2529.981058644131,3029.8215774707496,3529.7424219995737,4029.7851274572313,5029.760070607066
4,50.07922603189945,90.22055022791028,140.29516818374395,540.2996431738138,1040.3441189527512,1539.958171211183,2039.2909390330315,2539.071672692895,3038.4856745898724,3538.1007882356644,4038.1051563322544,5038.336514174938,50.114239760208875,90.24833685532212,140.31833393126726,540.2831885293126,1040.271527312696,1540.1070781685412,2040.1523604467511,2540.1755480356514,3040.288405265659,3540.4136749356985,4040.5437404215336,5040.639543354511,50.10363159747794,90.24268367141485,140.30994897335768,540.1518897265196,1040.1646712068468,1540.0641291551292,2040.069873595261,2540.036377403885,3040.07754835824,3540.1965564265847,4040.3744547627866,5040.765276044607,50.0727259144187,90.14334329590201,140.22066059708595,540.9964848607779,1041.7454853653908,1541.9122160077095,2041.8251107037067,2541.688663125038,3041.5558196008205,3541.291647285223,4041.074502825737,5040.852444410324,50.05687582399696,90.12042956240475,140.1388500034809,539.8629346266389,1039.7658741027117,1539.8159015625715,2039.8107596896589,2539.801246549934,3039.8652486130595,3539.9060452785343,4039.8675472550094,5039.702582292259,50.06870237807743,90.15052056312561,140.1796177327633,540.0743150431663,1040.0426490455866,1540.0263152401894,2040.0658049168997,2539.9351810459048,3039.7267303206027,3539.629985496402,4039.6929035000503,5039.691003911197
5,60.121190540492535,100.2944444231689,150.37394363433123,550.3804713115096,1050.4520800188184,1550.025671698153,2049.2104666680098,2548.937798142433,3048.133725821972,3547.714890152216,4047.692092984915,5047.974996358156,60.163982674945146,100.32373066619039,150.4013752937317,550.352436862886,1050.340480364859,1550.1362645439804,2050.1832216382027,2550.1979217231274,3050.338751167059,3550.493973426521,4050.6639017388225,5050.785211920738,60.15209644334391,100.31221622228622,150.38103026151657,550.1886043436825,1050.1863023359329,1550.0761741250753,2050.0685642634053,2549.9499243460596,3049.912252310314,3550.111865915358,4050.3542314786464,5050.905955702066,60.10280032455921,100.19106738641858,150.28391109406948,551.2420642375946,1052.1752260625362,1552.370635598898,2052.265038251877,2552.1176234185696,3051.958770632744,3551.628478884697,4051.349779009819,5051.070512861013,60.08269534725696,100.15534230135381,150.1727678515017,549.8205287791789,1049.7073426283896,1549.7665992714465,2049.7689176015556,2549.7362793795764,3049.8162227422,3549.878169838339,4049.833867408335,5049.613324806094,60.10067916358821,100.19486277922988,150.22456518933177,550.0927862655371,1050.0537801329046,1550.0095631089061,2050.0323224137537,2549.8681272435933,3049.6318831704557,3549.5150658264756,4049.6089743338525,5049.618275724351
6,70.18426226824522,110.36833861842752,160.4535689279437,560.4612994492054,1060.556783773005,1560.093172185123,2059.200476220809,2558.872500449419,3057.8332493901253,3557.37786129117,4057.3194251656532,5057.637792259455,70.22453634114936,110.39912447705865,160.4864754974842,560.4216851964593,1060.4094334170222,1560.1654509194195,2060.2019457928836,2560.2202954106033,3060.389097068459,3560.5635903924704,4060.774555042386,5060.923679575324,70.21576172159985,110.3817487731576,160.451992996037,560.2253189608455,1060.2079334650189,1560.0882190950215,2060.036661488237,2559.8010574392974,3059.664742055931,3559.960702843964,4060.2906626258045,5061.028940424323,70.13866240158677,110.23879147693515,160.347161591053,561.4876436144114,1062.5830269157887,1562.8290551900864,2062.709721773863,2562.5530076622963,3062.361721664667,3561.968860358,4061.6271583139896,5061.291243299842,70.11325756367296,110.19025504030287,160.2045876942575,559.7781229317188,1059.6488111540675,1559.715422924608,2059.730863444507,2559.667782705277,3059.7533608302474,3559.8409577198327,4059.7807680293918,5059.526286371052,70.13887570495717,110.23920499533415,160.25996367633343,560.1010525785387,1060.0649112202227,1559.9928109776229,2059.998839910608,2559.779973352328,3059.5227458663285,3559.3998753130436,4059.513763066381,5059.544112667441
7,80.2536571919918,120.44527409598231,170.5331942215562,570.5421275869012,1070.6754544824362,1570.170613668859,2069.190485773608,2568.8545770887285,3067.592737928033,3567.0408324301243,4066.9923552274704,5067.34898263216,80.29355647834018,120.47907385602593,170.57157570123672,570.4848341420293,1070.4783864691854,1570.1905885506421,2070.2047871963587,2570.2289198590443,3070.4280647188425,3570.6228994317353,4070.875742636621,5071.046042598784,80.28317489521578,120.45238724350929,170.52295573055744,570.2620335780084,1070.2295645941049,1570.0885769892484,2070.0047587130684,2569.6521905325353,3069.417231801548,3569.7458369359374,4070.1861301455647,5071.123887017369,80.17452447861433,120.29363448172808,170.42350247502327,571.7332229912281,1072.990827769041,1573.2771418094635,2073.154405295849,2572.9926269948483,3072.7661796808243,3572.276348888874,4071.9041731655598,5071.5145898759365,80.14381978008896,120.2252647485584,170.2364075370133,569.7357170842588,1069.5868278034031,1569.6642465777695,2069.6928092874587,2569.5963669903576,3069.6729580909014,3569.7893468886614,4069.71997211501,5069.445262007415,80.17707224632613,120.27896428108215,170.29536216333508,570.1093188915402,1070.071200214792,1569.9760588463396,2069.9480575132184,2569.6918194610626,3069.3983939401805,3569.281289920211,4069.394608858973,5069.471497371793
8,90.32305211573839,130.5222095735371,180.6128565147519,580.6377878859639,1080.7941251918674,1580.248055152595,2079.2338117491454,2578.836653728038,3077.4224211871624,3576.7619155943394,4076.7148915827274,5077.085327476263,90.362576615531,130.55902323499322,180.65813898295164,580.5479830875993,1080.5473395213485,1580.2157261818647,2080.1902681093197,2580.2223870926537,3080.455368999392,3580.682208471,4080.9672385156155,5081.160107024014,90.35058806883171,130.523025713861,180.59318578988314,580.3030359148979,1080.2425567144528,1580.0889348834753,2079.958334886702,2579.4408806823194,3079.091092083254,3579.471125088632,4080.081597665325,5081.209104977548,90.21606921032071,130.36220513284206,180.49984335899353,581.9427633583546,1083.4177455306053,1583.7252284288406,2083.6053896546364,2583.4322463274,3083.1679186224937,3582.584507882595,4082.1789288520813,5081.740652605891,90.17730538640171,130.26027445681393,180.2682273797691,579.6933112367988,1079.5248444527388,1579.6206564418972,2079.656895529479,2579.5226467587054,3079.582603894174,3579.7196210846305,4079.6495467983186,5079.372574783862,90.21898504416458,130.31872356683016,180.33076065033674,580.1175852045417,1080.0774892093614,1579.9384907651693,2079.897275115829,2579.584161574021,3079.27122971043,3579.154438942671,4079.265413541347,5079.405900627375
9,100.39694631099701,140.60098502412438,190.69251880794764,590.7334481850266,1090.9127959012985,1590.3380237445235,2089.2771377246827,2588.8589254543185,3087.252104446292,3586.5497931391,4086.489656344056,5086.848215684295,100.43797042639926,140.64206459745765,190.74470226466656,590.6111320331693,1090.6240164637566,1590.2311360659078,2090.175749022281,2590.215854326263,3090.470317784697,3590.7311658225954,4091.049062386155,5091.266322746873,100.42012061970308,140.5834704823792,190.6540156416595,590.3440382517874,1090.2555488348007,1590.0892927777022,2089.8719814133365,2589.1918985955417,3088.6908960376168,3589.142331086099,4089.9397256765515,5091.287596650422,100.26379330083728,140.4341250434518,190.58220227062702,592.152303725481,1093.8268339633942,1594.1660494804382,2094.053371667862,2593.8729150891304,3093.569657564163,3592.8895795047283,4092.430006414652,5091.973236307502,100.21221812535077,140.29419230483472,190.29712845757604,589.6547609753907,1089.4628611020744,1589.5770663060248,2089.6204892098904,2589.4494059719145,3089.479090720415,3589.6296462491155,4089.5481179617345,5089.307618126273,100.26027825917117,140.356420122087,190.363812841475,590.1276055146009,1090.0837782039307,1589.900922683999,2089.835414401721,2589.4577930960804,3089.140651922673,3589.015492916107,4089.1294699795544,5089.345232240856
